average_journey_time,average_pt_service_rate,average_intracity_journey_time,average_intercity_journey_time,pt_network_name,train_headway,bus_headway,demand_size,intra_ratio,random_seed,total_pt_cost
3139.558,0.845,2669.045,5021.61,basic,20,10,1000,80,9,3084.831754632334
5437.31,1.0,,5437.31,basic,30,10,100,0,3,3084.831754632334
5183.07,1.0,,5183.07,basic,30,10,100,0,6,3084.831754632334
5246.95,1.0,,5246.95,basic,30,10,100,0,9,3084.831754632334
4899.16,0.96,2937.75,5389.5125,basic,30,10,100,20,3,3084.831754632334
4667.76,0.96,2540.65,5199.5375,basic,30,10,100,20,6,3084.831754632334
4796.55,0.96,2530.8,5362.9875,basic,30,10,100,20,9,3084.831754632334
4302.5,0.89,2727.55,5352.466666666666,basic,30,10,100,40,3,3084.831754632334
4138.78,0.94,2611.025,5157.283333333334,basic,30,10,100,40,6,3084.831754632334
4262.3,0.95,2530.875,5416.583333333333,basic,30,10,100,40,9,3084.831754632334
3802.93,0.83,2765.983333333333,5358.35,basic,30,10,100,60,3,3084.831754632334
3675.81,0.91,2615.95,5265.6,basic,30,10,100,60,6,3084.831754632334
3711.22,0.89,2556.766666666667,5442.9,basic,30,10,100,60,9,3084.831754632334
3271.7,0.8,2762.7625,5307.45,basic,30,10,100,80,3,3084.831754632334
3215.49,0.86,2716.2125,5212.6,basic,30,10,100,80,6,3084.831754632334
3154.23,0.87,2607.7125,5340.3,basic,30,10,100,80,9,3084.831754632334
5368.58,1.0,,5368.58,basic,30,10,200,0,3,3084.831754632334
5242.025,1.0,,5242.025,basic,30,10,200,0,6,3084.831754632334
5401.11,1.0,,5401.11,basic,30,10,200,0,9,3084.831754632334
4795.68,0.96,2608.225,5342.54375,basic,30,10,200,20,3,3084.831754632334
4681.835,0.975,2675.85,5183.33125,basic,30,10,200,20,6,3084.831754632334
4885.28,0.97,2583.85,5460.6375,basic,30,10,200,20,9,3084.831754632334
4272.345,0.91,2766.9,5275.975,basic,30,10,200,40,3,3084.831754632334
4201.71,0.92,2665.8625,5225.608333333334,basic,30,10,200,40,6,3084.831754632334
4308.345,0.94,2710.0625,5373.866666666667,basic,30,10,200,40,9,3084.831754632334
3787.025,0.87,2763.975,5321.6,basic,30,10,200,60,3,3084.831754632334
3659.11,0.885,2640.991666666667,5186.2875,basic,30,10,200,60,6,3084.831754632334
3783.625,0.875,2693.833333333333,5418.3125,basic,30,10,200,60,9,3084.831754632334
3221.54,0.825,2759.20625,5070.875,basic,30,10,200,80,3,3084.831754632334
3177.19,0.86,2652.08125,5277.625,basic,30,10,200,80,6,3084.831754632334
3191.13,0.825,2673.54375,5261.475,basic,30,10,200,80,9,3084.831754632334
5304.946666666667,1.0,,5304.946666666667,basic,30,10,300,0,3,3084.831754632334
5254.01,1.0,,5254.01,basic,30,10,300,0,6,3084.831754632334
5387.53,1.0,,5387.53,basic,30,10,300,0,9,3084.831754632334
4771.51,0.9566666666666668,2729.7,5281.9625,basic,30,10,300,20,3,3084.831754632334
4729.32,0.9733333333333334,2757.95,5222.1625,basic,30,10,300,20,6,3084.831754632334
4836.6866666666665,0.9533333333333334,2596.05,5396.845833333334,basic,30,10,300,20,9,3084.831754632334
4267.55,0.9033333333333332,2764.15,5269.816666666667,basic,30,10,300,40,3,3084.831754632334
4228.29,0.92,2634.266666666667,5290.972222222223,basic,30,10,300,40,6,3084.831754632334
4273.13,0.92,2607.858333333333,5383.311111111111,basic,30,10,300,40,9,3084.831754632334
3733.786666666667,0.8566666666666667,2709.8444444444444,5269.7,basic,30,10,300,60,3,3084.831754632334
3762.0833333333335,0.8966666666666666,2712.516666666667,5336.433333333333,basic,30,10,300,60,6,3084.831754632334
3716.4,0.8833333333333333,2582.1944444444443,5417.708333333333,basic,30,10,300,60,9,3084.831754632334
3196.1666666666665,0.8133333333333334,2706.5333333333333,5154.7,basic,30,10,300,80,3,3084.831754632334
3255.623333333333,0.8666666666666667,2675.958333333333,5574.283333333334,basic,30,10,300,80,6,3084.831754632334
3210.0066666666667,0.8533333333333334,2648.483333333333,5456.1,basic,30,10,300,80,9,3084.831754632334
5282.54,1.0,,5282.54,basic,30,10,400,0,3,3084.831754632334
5252.315,1.0,,5252.315,basic,30,10,400,0,6,3084.831754632334
5335.1075,1.0,,5335.1075,basic,30,10,400,0,9,3084.831754632334
4742.59,0.945,2707.0125,5251.484375,basic,30,10,400,20,3,3084.831754632334
4749.6225,0.965,2664.625,5270.871875,basic,30,10,400,20,6,3084.831754632334
4753.6825,0.965,2551.025,5304.346875,basic,30,10,400,20,9,3084.831754632334
4219.715,0.895,2724.5125,5216.516666666666,basic,30,10,400,40,3,3084.831754632334
4225.8925,0.9275,2662.3125,5268.279166666666,basic,30,10,400,40,6,3084.831754632334
4249.57,0.92,2619.46875,5336.304166666667,basic,30,10,400,40,9,3084.831754632334
3702.275,0.85,2707.045833333333,5195.11875,basic,30,10,400,60,3,3084.831754632334
3725.825,0.895,2705.6291666666666,5256.11875,basic,30,10,400,60,6,3084.831754632334
3751.86,0.91,2671.7,5372.1,basic,30,10,400,60,9,3084.831754632334
3208.2525,0.825,2733.5875,5106.9125,basic,30,10,400,80,3,3084.831754632334
3192.43,0.855,2713.44375,5108.375,basic,30,10,400,80,6,3084.831754632334
3263.035,0.85,2722.50625,5425.15,basic,30,10,400,80,9,3084.831754632334
5267.62,1.0,,5267.62,basic,30,10,500,0,3,3084.831754632334
5241.336,1.0,,5241.336,basic,30,10,500,0,6,3084.831754632334
5319.426,1.0,,5319.426,basic,30,10,500,0,9,3084.831754632334
4737.738,0.954,2693.12,5248.8925,basic,30,10,500,20,3,3084.831754632334
4715.062,0.95,2687.2,5222.0275,basic,30,10,500,20,6,3084.831754632334
4794.552,0.96,2610.94,5340.455,basic,30,10,500,20,9,3084.831754632334
4237.414,0.902,2712.04,5254.33,basic,30,10,500,40,3,3084.831754632334
4218.158,0.926,2689.815,5237.053333333333,basic,30,10,500,40,6,3084.831754632334
4328.246,0.94,2688.685,5421.286666666667,basic,30,10,500,40,9,3084.831754632334
3769.49,0.876,2717.1366666666668,5348.02,basic,30,10,500,60,3,3084.831754632334
3673.326,0.884,2669.7233333333334,5178.73,basic,30,10,500,60,6,3084.831754632334
3791.646,0.888,2750.45,5353.44,basic,30,10,500,60,9,3084.831754632334
3253.32,0.822,2732.745,5335.62,basic,30,10,500,80,3,3084.831754632334
3209.946,0.842,2666.64,5383.17,basic,30,10,500,80,6,3084.831754632334
3233.21,0.846,2724.6925,5267.28,basic,30,10,500,80,9,3084.831754632334
5284.536666666667,1.0,,5284.536666666667,basic,30,10,600,0,3,3084.831754632334
5243.661666666667,1.0,,5243.661666666667,basic,30,10,600,0,6,3084.831754632334
5329.153333333334,1.0,,5329.153333333334,basic,30,10,600,0,9,3084.831754632334
4782.845,0.945,2741.0416666666665,5293.295833333334,basic,30,10,600,20,3,3084.831754632334
4713.115,0.9533333333333334,2658.0333333333333,5226.885416666667,basic,30,10,600,20,6,3084.831754632334
4804.638333333333,0.9766666666666668,2638.458333333333,5346.183333333333,basic,30,10,600,20,9,3084.831754632334
4289.038333333333,0.9083333333333332,2726.075,5331.013888888889,basic,30,10,600,40,3,3084.831754632334
4214.861666666667,0.9183333333333332,2673.633333333333,5242.347222222223,basic,30,10,600,40,6,3084.831754632334
4298.841666666666,0.9383333333333334,2726.020833333333,5347.388888888889,basic,30,10,600,40,9,3084.831754632334
3772.465,0.865,2733.0444444444443,5331.595833333334,basic,30,10,600,60,3,3084.831754632334
3723.025,0.8716666666666667,2669.0222222222224,5304.029166666666,basic,30,10,600,60,6,3084.831754632334
3729.33,0.885,2719.463888888889,5244.129166666667,basic,30,10,600,60,9,3084.831754632334
3262.471666666667,0.8133333333333334,2737.1604166666666,5363.716666666666,basic,30,10,600,80,3,3084.831754632334
3220.39,0.84,2680.96875,5378.075,basic,30,10,600,80,6,3084.831754632334
3209.445,0.8483333333333334,2702.6979166666665,5236.433333333333,basic,30,10,600,80,9,3084.831754632334
5302.992857142857,1.0,,5302.992857142857,basic,30,10,700,0,3,3084.831754632334
5237.897142857143,1.0,,5237.897142857143,basic,30,10,700,0,6,3084.831754632334
5302.778571428571,1.0,,5302.778571428571,basic,30,10,700,0,9,3084.831754632334
4813.77,0.9585714285714284,2774.407142857143,5323.6107142857145,basic,30,10,700,20,3,3084.831754632334
4732.122857142857,0.9557142857142856,2594.65,5266.491071428572,basic,30,10,700,20,6,3084.831754632334
4811.17,0.9614285714285714,2695.214285714286,5340.158928571429,basic,30,10,700,20,9,3084.831754632334
4308.062857142857,0.9114285714285716,2753.917857142857,5344.159523809524,basic,30,10,700,40,3,3084.831754632334
4224.181428571429,0.9157142857142856,2691.9464285714284,5245.671428571429,basic,30,10,700,40,6,3084.831754632334
4264.344285714285,0.92,2738.678571428572,5281.454761904762,basic,30,10,700,40,9,3084.831754632334
3775.2442857142855,0.8557142857142858,2762.345238095238,5294.592857142857,basic,30,10,700,60,3,3084.831754632334
3726.917142857143,0.8828571428571429,2669.116666666667,5313.617857142857,basic,30,10,700,60,6,3084.831754632334
3724.64,0.8842857142857142,2707.940476190476,5249.689285714286,basic,30,10,700,60,9,3084.831754632334
3240.8371428571427,0.8157142857142857,2738.025,5252.085714285714,basic,30,10,700,80,3,3084.831754632334
3240.5485714285714,0.84,2719.641071428572,5324.178571428572,basic,30,10,700,80,6,3084.831754632334
3196.1314285714284,0.8471428571428572,2689.4875,5222.707142857143,basic,30,10,700,80,9,3084.831754632334
5320.175,1.0,,5320.175,basic,30,10,800,0,3,3084.831754632334
5252.3975,1.0,,5252.3975,basic,30,10,800,0,6,3084.831754632334
5301.11875,1.0,,5301.11875,basic,30,10,800,0,9,3084.831754632334
4805.58375,0.9525,2738.825,5322.2734375,basic,30,10,800,20,3,3084.831754632334
4758.545,0.95,2640.03125,5288.1734375,basic,30,10,800,20,6,3084.831754632334
4769.105,0.96625,2677.675,5291.9625,basic,30,10,800,20,9,3084.831754632334
4275.41875,0.9025,2763.703125,5283.229166666667,basic,30,10,800,40,3,3084.831754632334
4239.12,0.91875,2681.415625,5277.589583333333,basic,30,10,800,40,6,3084.831754632334
4233.11875,0.92375,2697.3875,5256.939583333334,basic,30,10,800,40,9,3084.831754632334
3737.57875,0.855,2746.804166666667,5223.740625,basic,30,10,800,60,3,3084.831754632334
3753.85375,0.88125,2731.79375,5286.94375,basic,30,10,800,60,6,3084.831754632334
3678.32,0.885,2683.675,5170.2875,basic,30,10,800,60,9,3084.831754632334
3249.67875,0.805,2741.3609375,5282.95,basic,30,10,800,80,3,3084.831754632334
3254.73625,0.845,2728.6890625,5358.925,basic,30,10,800,80,6,3084.831754632334
3186.09,0.84375,2680.803125,5207.2375,basic,30,10,800,80,9,3084.831754632334
5306.461111111111,1.0,,5306.461111111111,basic,30,10,900,0,3,3084.831754632334
5254.947777777777,1.0,,5254.947777777777,basic,30,10,900,0,6,3084.831754632334
5292.6,1.0,,5292.6,basic,30,10,900,0,9,3084.831754632334
4784.018888888889,0.9466666666666668,2785.222222222222,5283.718055555555,basic,30,10,900,20,3,3084.831754632334
4761.074444444444,0.9566666666666668,2713.927777777778,5272.861111111111,basic,30,10,900,20,6,3084.831754632334
4745.871111111112,0.9611111111111112,2648.3555555555554,5270.25,basic,30,10,900,20,9,3084.831754632334
4271.607777777778,0.9077777777777778,2759.7916666666665,5279.485185185185,basic,30,10,900,40,3,3084.831754632334
4267.8388888888885,0.9266666666666666,2697.2833333333333,5314.875925925926,basic,30,10,900,40,6,3084.831754632334
4211.79,0.9255555555555556,2700.8416666666667,5219.0888888888885,basic,30,10,900,40,9,3084.831754632334
3754.9166666666665,0.8566666666666667,2756.411111111111,5252.675,basic,30,10,900,60,3,3084.831754632334
3751.16,0.89,2734.301851851852,5276.447222222222,basic,30,10,900,60,6,3084.831754632334
3695.215555555556,0.8777777777777778,2683.5685185185184,5212.686111111111,basic,30,10,900,60,9,3084.831754632334
3252.8233333333333,0.8088888888888889,2736.801388888889,5316.911111111112,basic,30,10,900,80,3,3084.831754632334
3231.3166666666666,0.8566666666666667,2733.9236111111118,5220.888888888889,basic,30,10,900,80,6,3084.831754632334
3194.1222222222223,0.8455555555555555,2675.238888888889,5269.655555555555,basic,30,10,900,80,9,3084.831754632334
5314.729,1.0,,5314.729,basic,30,10,1000,0,3,3084.831754632334
5267.47,1.0,,5267.47,basic,30,10,1000,0,6,3084.831754632334
5279.442,1.0,,5279.442,basic,30,10,1000,0,9,3084.831754632334
4790.608,0.943,2810.53,5285.6275,basic,30,10,1000,20,3,3084.831754632334
4763.252,0.965,2676.12,5285.035,basic,30,10,1000,20,6,3084.831754632334
4759.467,0.967,2668.76,5282.14375,basic,30,10,1000,20,9,3084.831754632334
4252.354,0.906,2748.72,5254.776666666667,basic,30,10,1000,40,3,3084.831754632334
4272.045,0.93,2738.6475,5294.31,basic,30,10,1000,40,6,3084.831754632334
4203.573,0.925,2674.98,5222.635,basic,30,10,1000,40,9,3084.831754632334
3754.075,0.857,2742.7816666666668,5271.015,basic,30,10,1000,60,3,3084.831754632334
3753.79,0.896,2746.6583333333333,5264.4875,basic,30,10,1000,60,6,3084.831754632334
3688.295,0.889,2662.9283333333333,5226.345,basic,30,10,1000,60,9,3084.831754632334
3244.774,0.81,2732.335,5294.53,basic,30,10,1000,80,3,3084.831754632334
3229.237,0.848,2724.34625,5248.8,basic,30,10,1000,80,6,3084.831754632334
3202.558,0.845,2669.045,5336.61,basic,30,10,1000,80,9,3084.831754632334
4526.69,1.0,,4526.69,ring,10,10,100,0,3,6786.629860191135
4418.26,1.0,,4418.26,ring,10,10,100,0,6,6786.629860191135
4451.94,1.0,,4451.94,ring,10,10,100,0,9,6786.629860191135
4090.86,1.0,2459.0,4498.825,ring,10,10,100,20,3,6786.629860191135
3967.06,1.0,2184.25,4412.7625,ring,10,10,100,20,6,6786.629860191135
4013.68,0.99,2088.45,4494.9875,ring,10,10,100,20,9,6786.629860191135
3609.1,1.0,2267.0,4503.833333333333,ring,10,10,100,40,3,6786.629860191135
3565.84,0.99,2249.75,4443.233333333334,ring,10,10,100,40,6,6786.629860191135
3516.98,0.99,2100.775,4461.116666666667,ring,10,10,100,40,9,6786.629860191135
3173.87,1.0,2291.0,4498.175,ring,10,10,100,60,3,6786.629860191135
3141.62,0.98,2247.25,4483.175,ring,10,10,100,60,6,6786.629860191135
3096.86,0.98,2170.7166666666667,4486.075,ring,10,10,100,60,9,6786.629860191135
2788.31,0.99,2340.6,4579.15,ring,10,10,100,80,3,6786.629860191135
2710.82,0.97,2270.3625,4472.65,ring,10,10,100,80,6,6786.629860191135
2655.07,0.98,2194.85,4495.95,ring,10,10,100,80,9,6786.629860191135
4491.37,1.0,,4491.37,ring,10,10,200,0,3,6786.629860191135
4444.12,1.0,,4444.12,ring,10,10,200,0,6,6786.629860191135
4543.465,1.0,,4543.465,ring,10,10,200,0,9,6786.629860191135
4049.76,1.0,2285.15,4490.9125,ring,10,10,200,20,3,6786.629860191135
3992.46,1.0,2350.95,4402.8375,ring,10,10,200,20,6,6786.629860191135
4094.85,0.995,2207.375,4566.71875,ring,10,10,200,20,9,6786.629860191135
3590.29,0.995,2363.85,4407.916666666667,ring,10,10,200,40,3,6786.629860191135
3558.165,0.975,2298.5875,4397.883333333333,ring,10,10,200,40,6,6786.629860191135
3634.98,0.995,2290.125,4531.55,ring,10,10,200,40,9,6786.629860191135
3132.74,0.995,2307.8083333333334,4370.1375,ring,10,10,200,60,3,6786.629860191135
3116.815,0.97,2247.5333333333333,4420.7375,ring,10,10,200,60,6,6786.629860191135
3138.645,0.99,2199.641666666667,4547.15,ring,10,10,200,60,9,6786.629860191135
2701.08,0.995,2301.53125,4299.275,ring,10,10,200,80,3,6786.629860191135
2677.815,0.97,2217.65625,4518.45,ring,10,10,200,80,6,6786.629860191135
2667.93,0.975,2217.0375,4471.5,ring,10,10,200,80,9,6786.629860191135
4438.55,1.0,,4438.55,ring,10,10,300,0,3,6786.629860191135
4448.513333333333,1.0,,4448.513333333333,ring,10,10,300,0,6,6786.629860191135
4529.54,1.0,,4529.54,ring,10,10,300,0,9,6786.629860191135
3995.83,0.9933333333333332,2303.5,4418.9125,ring,10,10,300,20,3,6786.629860191135
4011.51,0.9966666666666668,2374.016666666667,4420.883333333333,ring,10,10,300,20,6,6786.629860191135
4042.256666666666,0.99,2154.833333333333,4514.1125,ring,10,10,300,20,9,6786.629860191135
3541.393333333333,0.9933333333333332,2294.208333333333,4372.85,ring,10,10,300,40,3,6786.629860191135
3567.233333333333,0.99,2200.6666666666665,4478.277777777777,ring,10,10,300,40,6,6786.629860191135
3560.516666666667,0.9866666666666668,2208.991666666667,4461.533333333334,ring,10,10,300,40,9,6786.629860191135
3111.44,0.9866666666666668,2268.338888888889,4376.091666666666,ring,10,10,300,60,3,6786.629860191135
3169.4166666666665,0.9866666666666668,2270.8277777777776,4517.3,ring,10,10,300,60,6,6786.629860191135
3096.04,0.9833333333333332,2188.6444444444446,4457.133333333333,ring,10,10,300,60,9,6786.629860191135
2688.14,0.9833333333333332,2277.145833333333,4332.116666666667,ring,10,10,300,80,3,6786.629860191135
2735.5033333333336,0.9833333333333332,2256.8625,4650.066666666667,ring,10,10,300,80,6,6786.629860191135
2694.13,0.9833333333333332,2236.0416666666665,4526.483333333334,ring,10,10,300,80,9,6786.629860191135
4407.19,1.0,,4407.19,ring,10,10,400,0,3,6786.629860191135
4444.0025,1.0,,4444.0025,ring,10,10,400,0,6,6786.629860191135
4516.2775,1.0,,4516.2775,ring,10,10,400,0,9,6786.629860191135
3950.9275,0.995,2276.7,4369.484375,ring,10,10,400,20,3,6786.629860191135
4027.52,0.995,2295.975,4460.40625,ring,10,10,400,20,6,6786.629860191135
4046.4325,0.9975,2244.2,4496.990625,ring,10,10,400,20,9,6786.629860191135
3515.61,0.9875,2280.7375,4338.858333333334,ring,10,10,400,40,3,6786.629860191135
3572.9125,0.99,2270.55,4441.154166666666,ring,10,10,400,40,6,6786.629860191135
3610.08,0.9925,2207.4,4545.2,ring,10,10,400,40,9,6786.629860191135
3101.08,0.985,2270.333333333333,4347.2,ring,10,10,400,60,3,6786.629860191135
3146.115,0.985,2303.983333333333,4409.3125,ring,10,10,400,60,6,6786.629860191135
3184.375,0.995,2242.7,4596.8875,ring,10,10,400,60,9,6786.629860191135
2678.7525,0.985,2269.678125,4315.05,ring,10,10,400,80,3,6786.629860191135
2705.9375,0.9725,2301.221875,4324.8,ring,10,10,400,80,6,6786.629860191135
2709.3375,0.99,2245.05625,4566.4625,ring,10,10,400,80,9,6786.629860191135
4397.108,1.0,,4397.108,ring,10,10,500,0,3,6786.629860191135
4444.888,1.0,,4444.888,ring,10,10,500,0,6,6786.629860191135
4499.264,1.0,,4499.264,ring,10,10,500,0,9,6786.629860191135
3963.3,0.992,2287.57,4382.2325,ring,10,10,500,20,3,6786.629860191135
3998.546,0.994,2307.24,4421.3725,ring,10,10,500,20,6,6786.629860191135
4060.576,0.998,2175.02,4531.965,ring,10,10,500,20,9,6786.629860191135
3561.302,0.99,2272.02,4420.823333333334,ring,10,10,500,40,3,6786.629860191135
3571.836,0.986,2292.36,4424.82,ring,10,10,500,40,6,6786.629860191135
3629.708,0.996,2250.9,4548.913333333333,ring,10,10,500,40,9,6786.629860191135
3150.194,0.992,2251.4166666666665,4498.36,ring,10,10,500,60,3,6786.629860191135
3133.888,0.974,2265.76,4436.08,ring,10,10,500,60,6,6786.629860191135
3149.522,0.996,2247.67,4502.3,ring,10,10,500,60,9,6786.629860191135
2699.24,0.982,2263.2175,4443.33,ring,10,10,500,80,3,6786.629860191135
2727.186,0.97,2264.0475,4579.74,ring,10,10,500,80,6,6786.629860191135
2688.66,0.988,2248.76,4448.26,ring,10,10,500,80,9,6786.629860191135
4419.04,1.0,,4419.04,ring,10,10,600,0,3,6786.629860191135
4448.653333333334,1.0,,4448.653333333334,ring,10,10,600,0,6,6786.629860191135
4502.8133333333335,1.0,,4502.8133333333335,ring,10,10,600,0,9,6786.629860191135
3995.428333333333,0.995,2268.3,4427.210416666667,ring,10,10,600,20,3,6786.629860191135
4008.7533333333336,0.99,2287.108333333333,4439.164583333333,ring,10,10,600,20,6,6786.629860191135
4054.756666666666,0.9983333333333332,2237.55,4509.058333333333,ring,10,10,600,20,9,6786.629860191135
3584.9733333333334,0.995,2259.0291666666667,4468.936111111111,ring,10,10,600,40,3,6786.629860191135
3576.8716666666664,0.9816666666666668,2274.4958333333334,4445.122222222222,ring,10,10,600,40,6,6786.629860191135
3588.853333333333,0.9966666666666668,2247.679166666667,4482.969444444445,ring,10,10,600,40,9,6786.629860191135
3129.0616666666665,0.9883333333333332,2260.8527777777776,4431.375,ring,10,10,600,60,3,6786.629860191135
3146.133333333333,0.975,2263.9666666666667,4469.383333333333,ring,10,10,600,60,6,6786.629860191135
3113.2716666666665,0.99,2234.3194444444443,4431.7,ring,10,10,600,60,9,6786.629860191135
2679.653333333333,0.98,2254.0125,4382.216666666666,ring,10,10,600,80,3,6786.629860191135
2733.4766666666665,0.9666666666666668,2291.852083333333,4499.975,ring,10,10,600,80,6,6786.629860191135
2652.69,0.99,2227.9125,4351.8,ring,10,10,600,80,9,6786.629860191135
4426.662857142857,1.0,,4426.662857142857,ring,10,10,700,0,3,6786.629860191135
4443.5314285714285,1.0,,4443.5314285714285,ring,10,10,700,0,6,6786.629860191135
4492.257142857143,1.0,,4492.257142857143,ring,10,10,700,0,9,6786.629860191135
4007.008571428572,0.9971428571428572,2285.864285714286,4437.294642857143,ring,10,10,700,20,3,6786.629860191135
4022.072857142857,0.9914285714285714,2220.6857142857143,4472.419642857143,ring,10,10,700,20,6,6786.629860191135
4034.362857142857,0.9985714285714286,2221.8214285714284,4487.498214285714,ring,10,10,700,20,9,6786.629860191135
3573.688571428572,0.9914285714285714,2283.4821428571427,4433.82619047619,ring,10,10,700,40,3,6786.629860191135
3585.2342857142858,0.9814285714285714,2291.025,4448.0404761904765,ring,10,10,700,40,6,6786.629860191135
3576.078571428572,0.9957142857142856,2232.678571428572,4471.678571428572,ring,10,10,700,40,9,6786.629860191135
3123.48,0.9871428571428572,2270.1880952380952,4403.417857142857,ring,10,10,700,60,3,6786.629860191135
3173.93,0.9757142857142858,2274.1047619047617,4523.667857142857,ring,10,10,700,60,6,6786.629860191135
3107.675714285714,0.9914285714285714,2225.590476190476,4430.803571428572,ring,10,10,700,60,9,6786.629860191135
2688.365714285714,0.9785714285714284,2266.8107142857143,4374.585714285714,ring,10,10,700,80,3,6786.629860191135
2753.5257142857145,0.9728571428571428,2310.3357142857144,4526.285714285715,ring,10,10,700,80,6,6786.629860191135
2679.0157142857142,0.9914285714285714,2215.7839285714285,4531.942857142857,ring,10,10,700,80,9,6786.629860191135
4438.79,1.0,,4438.79,ring,10,10,800,0,3,6786.629860191135
4467.6275,1.0,,4467.6275,ring,10,10,800,0,6,6786.629860191135
4488.525,1.0,,4488.525,ring,10,10,800,0,9,6786.629860191135
4000.43,0.99375,2273.41875,4432.1828125,ring,10,10,800,20,3,6786.629860191135
4038.83125,0.99125,2243.325,4487.7078125,ring,10,10,800,20,6,6786.629860191135
4030.8175,0.9975,2209.15625,4486.2328125,ring,10,10,800,20,9,6786.629860191135
3554.4225,0.99125,2281.8,4402.8375,ring,10,10,800,40,3,6786.629860191135
3603.3175,0.98125,2290.21875,4478.716666666666,ring,10,10,800,40,6,6786.629860191135
3554.78875,0.99375,2200.575,4457.597916666667,ring,10,10,800,40,9,6786.629860191135
3117.48625,0.9825,2274.6041666666665,4381.809375,ring,10,10,800,60,3,6786.629860191135
3185.5775,0.9775,2323.6875,4478.4125,ring,10,10,800,60,6,6786.629860191135
3094.08875,0.9925,2213.54375,4414.90625,ring,10,10,800,60,9,6786.629860191135
2703.15125,0.98,2274.9640625,4415.9,ring,10,10,800,80,3,6786.629860191135
2755.22125,0.97,2318.153125,4503.49375,ring,10,10,800,80,6,6786.629860191135
2667.30375,0.98875,2222.7171875,4445.65,ring,10,10,800,80,9,6786.629860191135
4435.605555555556,1.0,,4435.605555555556,ring,10,10,900,0,3,6786.629860191135
4467.424444444445,1.0,,4467.424444444445,ring,10,10,900,0,6,6786.629860191135
4475.803333333333,1.0,,4475.803333333333,ring,10,10,900,0,9,6786.629860191135
4001.0866666666666,0.9944444444444444,2317.45,4421.995833333333,ring,10,10,900,20,3,6786.629860191135
4038.8333333333335,0.9911111111111112,2306.411111111111,4471.938888888889,ring,10,10,900,20,6,6786.629860191135
4012.096666666667,0.9966666666666668,2189.5777777777776,4467.726388888889,ring,10,10,900,20,9,6786.629860191135
3568.63,0.9933333333333332,2278.1027777777776,4428.981481481482,ring,10,10,900,40,3,6786.629860191135
3621.3355555555554,0.9844444444444445,2291.152777777778,4508.124074074074,ring,10,10,900,40,6,6786.629860191135
3550.9177777777777,0.9933333333333332,2219.1944444444443,4438.733333333334,ring,10,10,900,40,9,6786.629860191135
3143.6222222222223,0.9877777777777778,2284.883333333333,4431.730555555556,ring,10,10,900,60,3,6786.629860191135
3185.4855555555555,0.9788888888888888,2320.703703703704,4482.658333333334,ring,10,10,900,60,6,6786.629860191135
3109.6544444444444,0.99,2230.938888888889,4427.727777777778,ring,10,10,900,60,9,6786.629860191135
2722.197777777778,0.9788888888888888,2285.0,4470.988888888889,ring,10,10,900,80,3,6786.629860191135
2749.8644444444444,0.9722222222222222,2317.204166666667,4480.505555555556,ring,10,10,900,80,6,6786.629860191135
2661.225555555556,0.9844444444444445,2213.648611111111,4451.533333333334,ring,10,10,900,80,9,6786.629860191135
4446.119,1.0,,4446.119,ring,10,10,1000,0,3,6786.629860191135
4474.663,1.0,,4474.663,ring,10,10,1000,0,6,6786.629860191135
4463.628,1.0,,4463.628,ring,10,10,1000,0,9,6786.629860191135
4006.675,0.997,2304.265,4432.2775,ring,10,10,1000,20,3,6786.629860191135
4048.748,0.991,2297.21,4486.6325,ring,10,10,1000,20,6,6786.629860191135
4005.576,0.997,2205.555,4455.58125,ring,10,10,1000,20,9,6786.629860191135
3563.615,0.992,2278.2825,4420.503333333333,ring,10,10,1000,40,3,6786.629860191135
3625.213,0.985,2327.535,4490.331666666667,ring,10,10,1000,40,6,6786.629860191135
3539.745,0.994,2221.6525,4418.473333333333,ring,10,10,1000,40,9,6786.629860191135
3148.737,0.987,2287.518333333333,4440.565,ring,10,10,1000,60,3,6786.629860191135
3183.594,0.98,2325.225,4471.1475,ring,10,10,1000,60,6,6786.629860191135
3108.864,0.992,2211.305,4455.2025,ring,10,10,1000,60,9,6786.629860191135
2722.011,0.98,2282.30375,4480.84,ring,10,10,1000,80,3,6786.629860191135
2746.532,0.97,2316.1725,4467.97,ring,10,10,1000,80,6,6786.629860191135
2663.945,0.985,2206.02875,4495.61,ring,10,10,1000,80,9,6786.629860191135
4868.69,1.0,,4868.69,ring,20,10,100,0,3,6786.629860191135
4700.26,1.0,,4700.26,ring,20,10,100,0,6,6786.629860191135
4727.94,1.0,,4727.94,ring,20,10,100,0,9,6786.629860191135
4384.86,1.0,2459.0,4866.325,ring,20,10,100,20,3,6786.629860191135
4201.06,1.0,2184.25,4705.2625,ring,20,10,100,20,6,6786.629860191135
4217.68,0.99,2088.45,4749.9875,ring,20,10,100,20,9,6786.629860191135
3843.1,1.0,2267.0,4893.833333333333,ring,20,10,100,40,3,6786.629860191135
3733.84,0.99,2249.75,4723.233333333334,ring,20,10,100,40,6,6786.629860191135
3660.98,0.99,2100.775,4701.116666666667,ring,20,10,100,40,9,6786.629860191135
3311.87,1.0,2291.0,4843.175,ring,20,10,100,60,3,6786.629860191135
3237.62,0.98,2247.25,4723.175,ring,20,10,100,60,6,6786.629860191135
3186.86,0.98,2170.7166666666667,4711.075,ring,20,10,100,60,9,6786.629860191135
